laptop_names,laptop_price,laptop_mrp,laptop_rating_and_review,laptop_star_rating,laptop_offers,laptop_off,processors,memory_ram,laptop_ssd,laptop_window,laptop_display,warranty,software
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Touchscreen Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,AMD Ryzen 7 Octa Core Processor,8 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,256 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,,
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,,Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"₹37,990","₹52,990","2,557 Ratings&165 Reviews",4.2,Lowest price since launch,28% off,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 9 Processor,32 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",,,,,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Celeron Quad Core Processor (12th Gen),8 GB LPDDR5 RAM,256 GB SSD,64 bit Windows 11 Home Operating System,35.81 cm (14.1 inch) Display,,"WPS Office, Operating System Software"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,Windows 11 Home Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Home Operating System,40.64 cm (16 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,2 Year On-Site Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Apple M3 Pro Processor,18 GB Unified Memory RAM,,Mac OS Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB LPDDR5X RAM,512 GB SSD,Windows 11 Operating System,38.86 cm (15.3 inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",,,,,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Celeron Quad Core Processor (12th Gen),8 GB LPDDR5 RAM,256 GB SSD,64 bit Windows 11 Home Operating System,35.81 cm (14.1 inch) Display,,"WPS Office, Operating System Software"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core 7 (Series 2) Processor,16 GB DDR5 RAM,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,98.7 cm (38.86 cm) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,38.86 cm (15.3 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Home Operating System,39.62 cm (15.6 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,,Windows 11 Home Operating System,39.62 cm (15.6 Inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,256 GB SSD,64 bit Windows 11 Home Operating System,35.56 cm (14 inch) Display,1 Year Warranty,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,40.64 cm (16 inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,,Windows 11 Operating System,35.56 cm (14 Inch) Display,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,"₹73,190","₹1,14,690",443 Ratings&49 Reviews,4.4,"Upto₹22,000Off on Exchange",36% off,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,
